UNIQUE CODE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,TOTAL ELECTORS,MALAY (%),CHINESE (%),INDIANS (%),ORANG ASLI (%),BUMIPUTERA SABAH (%),BUMIPUTERA SARAWAK (%),OTHERS (%),ELECTORS - NORMAL VOTERS (%),ELECTORS - ABSENT VOTERS (%),ELECTORS - POLICE (%),ELECTORS - MILITARY (%),18-20 (%),21-29 (%),30-39 (%),40-49 (%),50-59 (%),60-69 (%),70-79 (%),80-89 (%),ABOVE 90 (%),MALE ELECTORS (%),WOMEN ELECTORS (%),URBAN-RURAL CLASSIFICATION (2022),WINNING COALITION,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,state,code_state,area_km2,population_total,nationality_citizen,nationality_non_citizen,sex_male,sex_female,housing_total,household_total,household_size_avg,live_births,live_births_male,live_births_female,deaths,deaths_male,deaths_female,labour_participation_rate,labour_unemployment_rate,income_median,income_avg,expenditure_avg,gini,poverty_incidence,sme_small,sme_micro,sme_medium,businesses_agriculture,businesses_crops,businesses_livestock,businesses_fisheries,businesses_forestry,businesses_mining,businesses_manufacturing,businesses_construction,businesses_services,utilities_pipedwater_home,utilities_pipedwater_public,utilities_pipedwater_other,utilities_electricity_home,utilities_electricity_none,income_mean,expenditure_mean,poverty_rate,Loosemore-Hanby Index,Gallagher Index,Gallagher Index (n),Gallagher Index (%),Polsby-Popper Index,Parliament Area,Parliament Perimeter,Convex-Hull,Compactness,Convex Hull,Compactness Index,Reock Index,Convex Hull Index
P.145,P.145,BAKRI,97335,45.39,51.62,2.12,0.15,0.13,0.01,0.58,99.05,0.01,0.94,0,5.31,19.44,20.77,17.38,15.11,12.48,6.54,2.5,0.46,49.4,50.6,URBAN,PH,DAP,NA,97335,19254,NA,NA,NA,742,73140,MCA,CHRIS LEE CHING YONG,MALE,46,17382,DAP,TAN HONG PIN,MALE,NA,36636,PPBM,R. S. CHELVA,MALE,NA,17222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,191,135179,118852,16327,75431,59748,33589,27944,4.4,1903,933,970,686,389,297,68,2.8,6164,8007,5183,0.361,3.4,34,489,3002,261,209,24,8,20,13,860,539,6190,99.4,0.6,0,100,0,4728,2742,13.1,0.320782388,1958.252252,1958.252252,2.053175746,0.018349778,0.015531691,0.920012983,0.021389654,0.016882034,0.021389654,0.016882034,6.99E-04,0.72613099
P.146,P.146,MUAR,68925,66.35,31.25,1.34,0.16,0.1,0.1,0.71,99.17,0.01,0.82,0,5.86,20.94,21.59,16.91,14.28,11.43,5.95,2.46,0.59,49.58,50.42,SEMI URBAN,MUDA,NA,NA,68925,1345,NA,NA,NA,374,53158,UMNO,MOHD HELMY ABD.LATIF,MALE,41,14581,NA,NA,NA,NA,NA,PAS,USTAZ ABDULLAH HUSIN,MALE,NA,18616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,268,100265,92569,7696,53459,46806,24443,22294,4.2,1349,697,652,489,289,200,67.1,2.4,6361,7638,5359,0.338,4.2,13,259,1464,102,82,10,7,3,1,222,182,2231,99.3,0.7,0,100,0,7638,5359,4.2,0.227152885,-26451.74775,-26451.74775,-27.73395861,0.028682448,0.021751409,0.870834436,0.027009867,0.024977663,0.027009867,0.024977663,0.002142944,0.805313456
P.147,P.147,PARIT SULONG,79484,80.21,18.07,0.47,0.06,0.07,0.33,0.8,99.94,0.01,0.05,0,5.87,20.39,19.96,16.21,15.98,12.14,6.24,2.67,0.54,49.1,50.9,RURAL,BN,UMNO,NA,79484,2021,NA,NA,NA,499,62954,UMNO,NORAINI AHMAD,FEMALE,55,25740,PAN,MOHD FAIZAL DOLLAH,MALE,NA,13495,PAS,DR KARIM,MALE,NA,23719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,468,82399,79248,3151,43007,39392,21271,18883,4.2,1145,606,539,418,252,166,69.6,2.7,5738,6961,4485,0.29,5.2,49,584,3053,163,114,32,11,6,1,324,220,3026,100,0,0,100,0,4919,2768,6.7,0.261951686,-15892.74775,-15892.74775,-16.6631261,0.03035903,0.038156572,1.12109065,0.049240772,0.034035225,0.049240772,0.034035225,0.006979854,0.774897931
P.148,P.148,AYER HITAM,61041,57.61,37.09,4.14,0.08,0.06,0.04,0.97,99.91,0.01,0.08,0,6.3,21.13,20.91,17.12,15.47,11.09,5.48,2.14,0.34,49.89,50.11,SEMI URBAN,BN,MCA,NA,61041,2963,NA,NA,NA,361,46692,MCA,WEE KA SIONG,MALE,54,18911,DAP,SHEIKH OMAR,MALE,37,15948,PPBM,SYAFIQ AZIZ,MALE,NA,11833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,747,71785,69117,2668,37836,33949,21704,17922,4,1032,540,492,375,224,151,69.8,2.5,6094,6453,4123,0.244,2.7,60,946,3284,149,95,42,4,8,8,252,143,2555,100,0,0,100,0,6453,4123,2.7,0.201169957,-34335.74775,-34335.74775,-36.00012431,0.035093721,0.060836841,1.316644765,0.072200771,0.046205964,0.072200771,0.046205964,0.020510793,0.842606532
P.149,P.149,SRI GADING,78602,63.69,33.83,1.37,0.12,0.08,0.04,0.86,99.86,0.02,0.05,0.07,7.34,24.53,20.88,16.33,14.44,9.92,4.42,1.87,0.27,49.51,50.49,SEMI URBAN,PH,PAN,NA,78602,4000,NA,NA,NA,636,61264,UMNO,DATUK LASSIM BURHAN,MALE,NA,19242,PAN,CIKGU HUDA,MALE,NA,23242,PAS,ZANARIYAH,FEMALE,NA,18475,PEJUANG,MAHDZIR BIN IBRAHIM,MALE,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,300,175154,157464,17690,94562,80592,40464,38565,4.1,2200,1108,1092,796,460,336,70.1,2,7088,8227,4594,0.316,2.3,128,1821,6361,103,73,20,6,4,5,394,314,3503,100,0,0,100,0,8227,4594,2.3,0.25904492,-16774.74775,-16774.74775,-17.5878798,0.028227425,0.02438585,0.92946559,0.030562979,0.02623642,0.030562979,0.02623642,0.002650738,0.797888498
P.150,P.150,BATU PAHAT,133910,52.03,44.72,1.43,0.11,0.09,0.55,1.05,99.14,0.02,0.33,0.5,5.64,20.34,21.58,16.94,14.98,11.4,6.34,2.34,0.45,49.46,50.54,URBAN,PH,PKR,NA,133910,15972,NA,NA,NA,846,99494,UMNO,ISHAK SIRAJ,MALE,NA,24309,PKR,ONN BIN ABU BAKAR,MALE,59,45242,PPBM,DATO' RASHID HASNON,MALE,NA,29270,PEJUANG,NIZAM BASHIR,MALE,49,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,446,166000,159314,6686,86204,79796,46047,40882,3.9,2261,1204,1057,823,499,324,70.6,1.9,6450,7265,4571,0.286,2.5,155,2836,8753,221,150,42,20,9,12,689,518,6314,100,0,0,100,0,7265,4571,2.5,0.441320898,38533.25225,38533.25225,40.40109687,0.024052088,0.036207508,1.22693887,0.058073442,0.029510441,0.058073442,0.029510441,0.004979317,0.623477898
P.151,P.151,SIMPANG RENGGAM,59033,60.53,28.69,8.63,0.2,0.14,0.14,1.68,98.78,0.01,1.22,0,5.92,21.25,22.25,16.55,14.93,10.98,5.53,2.16,0.42,50,50,RURAL,BN,UMNO,NA,59033,1821,NA,NA,NA,538,44131,UMNO,HASNI BIN MOHAMMAD,MALE,63,18312,PKR,DR MASZLEE MALIK,MALE,47,16491,PPBM,FAZRUL KAMAT,MALE,NA,9077,PUTRA,KAMAL,MALE,40,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,751,76286,65935,10351,43047,33239,21150,18636,3.8,1070,519,551,385,216,169,71.2,4.8,4213,5237,3307,0.354,9.9,26,407,2170,114,85,18,8,3,4,151,180,1280,100,0,0,100,0,9557,4878,0.6,0.194552286,-36343.74775,-36343.74775,-38.10545925,0.027194066,0.061120231,1.499185653,0.08337158,0.040768954,0.08337158,0.040768954,0.016042198,0.733106311
P.152,P.152,KLUANG,132342,41.23,46.06,10.43,0.39,0.64,0.1,1.15,95.86,0.02,0.31,3.8,5.63,21.25,22.21,16.67,14.13,11.68,6.04,1.99,0.39,50.16,49.84,URBAN,PH,DAP,NA,132342,26406,NA,NA,NA,1204,95621,MCA,GAN PING SIEU,MALE,56,23395,DAP,WONG SHU QI,FEMALE,NA,49801,PPBM,DZULKARNAIN BIN ALIAS,MALE,NA,22021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,256,183855,169394,14461,98809,85046,55050,47305,3.7,2659,1367,1292,964,567,397,71.5,4.4,5257,6286,3824,0.327,3.6,33,500,2296,320,250,29,11,30,17,476,634,5038,100,0,0,100,0,6286,3824,3.6,0.436153314,36965.25225,36965.25225,38.7570903,0.032326688,0.020815953,0.802449184,0.025901264,0.025940525,0.025901264,0.025940525,0.002211941,0.803665525
P.153,P.153,SEMBRONG,54982,60.25,27.81,8.8,0.09,0.09,1.67,1.31,99.91,0.01,0.08,0,4.89,18.72,24.86,17.37,12.92,13.1,6.13,1.67,0.35,50.18,49.82,SEMI URBAN,BN,UMNO,NA,54982,10880,NA,NA,NA,390,40930,UMNO,HISHAMMUDDIN HUSSEIN,MALE,61,22572,PKR,HASNI ABAS,MALE,60,11692,PPBM,JOE AZIZ,MALE,NA,6666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,1865,63621,54652,8969,37458,26163,17901,16052,3.7,872,399,473,311,166,145,71,5,4541,5279,3396,0.306,5.4,38,710,3174,95,77,10,1,7,1,119,117,965,100,0,0,100,0,5279,3396,5.4,0.181201595,-40394.74775,-40394.74775,-42.35282572,0.034083177,0.15161127,2.109092886,0.18757653,0.071884587,0.18757653,0.071884587,0.123715118,0.808263541
P.154,P.154,MERSING,66275,81.18,13.74,1.18,0.54,0.5,2.11,0.74,97.46,0.01,0.45,2.09,5.47,20.77,27.59,16.28,11.36,11.95,5,1.25,0.33,50.45,49.55,RURAL,PN,PPBM,NA,66275,2337,NA,NA,NA,388,46906,UMNO,ABD LATIF BANDI,MALE,56,18729,DAP,ZULAIKHA ZAIDI,FEMALE,NA,6813,PPBM,ISLAHUDDIN ABAS,MALE,NA,21066,PEJUANG,NURFATIMAH IBRAHIM,FEMALE,33,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,2849,78195,74072,4123,41939,36256,21815,20673,3.6,1107,571,536,401,237,164,60.4,3.5,3896,4937,3225,0.377,12.1,6,223,1356,85,45,15,21,4,4,94,257,1392,98.3,0,1.7,100,0,4937,3225,12.1,0.218419405,-29101.74775,-29101.74775,-30.5124136,0.011614448,0.2323437,4.472662917,0.57978466,0.05194751,0.57978466,0.05194751,0.099010235,0.400741371
P.155,P.155,TENGGARA,67294,72.99,16.36,7.04,0.43,1.04,0.63,1.51,96.97,0.01,0.14,2.88,7.48,24.07,23.34,17.82,13.18,8.44,4.19,1.32,0.16,49.88,50.12,SEMI URBAN,BN,UMNO,NA,67294,2991,NA,NA,NA,446,51350,UMNO,MANNDZRI BIN NASIB,MALE,NA,21185,PKR,ZURAIDAH CHEDAH,FEMALE,53,11618,PAS,KOLONEL NAZARI,MALE,NA,18194,PUTRA,AZHAR PALAL,MALE,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,1152,94174,89286,4888,49079,45095,28953,24665,3.8,1395,737,658,509,306,203,69.4,3.2,5553,7411,4159,0.359,5.1,45,595,2337,148,110,13,9,16,19,158,344,1922,100,0,0,100,0,7411,4159,5.1,0.221777675,-28082.74775,-28082.74775,-29.44401902,0.03471259,0.09374412,1.643344087,0.110478481,0.05704473,0.110478481,0.05704473,0.048172016,0.848528315
P.156,P.156,KOTA TINGGI,61291,88.67,7.96,1.78,0.14,0.2,0.13,1.12,99.35,0,0.65,0,5.06,18.28,26.27,19.2,11.9,10.93,6.64,1.44,0.28,50.16,49.84,RURAL,BN,UMNO,NA,61291,8390,NA,NA,NA,318,47333,UMNO,KHALED NORDIN,MALE,63,25410,PAN,ONN JAAFAR,MALE,NA,4903,PPBM,RIDHWAN RASMAN,MALE,NA,17020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,1446,57377,52962,4415,30497,26880,17147,14867,3.8,842,435,407,306,181,125,69.6,3.5,4480,5895,3444,0.355,9.7,36,828,3795,82,48,18,14,2,6,115,141,1482,94.9,5.1,0,100,0,5895,3444,9.7,0.20199387,-34085.74775,-34085.74775,-35.73800591,0.027515237,0.117589033,2.067267984,0.139650129,0.056881369,0.139650129,0.056881369,0.060079544,0.842025952
P.157,P.157,PENGERANG,55316,89.38,8.06,0.75,0.34,0.35,0.4,0.73,98.66,0,0.31,1.03,5.47,18.05,25.25,22.16,10.93,8.85,7.6,1.33,0.36,50.37,49.63,RURAL,BN,UMNO,NA,55316,5010,NA,NA,NA,319,41840,UMNO,AZALINA OTHMAN SAID,FEMALE,58,21738,PAN,CHE ZAKARIA BIN MOHD SALLEH,MALE,NA,3374,PPBM,CIKGU IMAM NIZAR,MALE,NA,16728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,885,70831,66327,4504,38846,31985,24215,18254,3.7,945,477,468,341,197,144,70.1,3.9,5609,7126,4030,0.357,4.4,74,1703,5991,46,25,6,15,0,8,96,108,1146,100,0,0,100,0,7126,4030,4.4,0.182302343,-40060.74775,-40060.74775,-42.00263554,0.030049337,0.071943407,1.547312569,0.088053521,0.046495717,0.088053521,0.046495717,0.024560467,0.817041794
P.158,P.158,TEBRAU,223301,44.96,38.77,11.44,0.53,1.32,0.1,2.88,99.87,0.01,0.12,0,9.67,27.08,20.41,18.27,14,7.14,2.56,0.72,0.15,50.37,49.63,URBAN,PH,PKR,NA,223301,30720,NA,NA,NA,1014,167965,MCA,NICOLE WONG,FEMALE,42,30767,PKR,JIMMY PUAH WEE TEE SZE,MALE,46,83959,PPBM,MOHAMAD ISA BIN MOHAMAD BASIR,MALE,NA,53239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,502,475267,440886,34381,253333,221934,157077,127720,3.6,6896,3566,3330,2503,1480,1023,72.8,3.6,7142,8706,5116,0.356,3.7,33,518,2154,192,117,27,39,9,42,2129,1433,11854,99.9,0,0,99.9,0,8706,5116,3.7,0.735922618,127924.2523,127924.2523,134.1251985,0.01942608,0.040849467,1.450108872,0.062543682,0.028169931,0.062543682,0.028169931,0.005118912,0.653134994
P.159,P.159,PASIR GUDANG,198485,46.13,36.17,10.21,2.29,2.41,0.13,2.66,98.96,0.01,0.45,0.57,7.59,24.52,21.51,17.72,15.8,9.04,3.01,0.7,0.11,50.63,49.37,URBAN,PH,PKR,NA,198485,31558,NA,NA,NA,1298,149280,UMNO,NOOR AZLEEN AMBROS,MALE,37,37369,PKR,HASSAN ABDUL KARIM,MALE,71,71233,PPBM,MOHAMAD FARID BIN ABDUL RAZAK,MALE,NA,39675,IMAN,MOHAMMAD RAFFI BERAN,MALE,NA,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,148,360621,332151,28470,194327,166294,115460,98468,3.5,5280,2693,2587,1911,1117,794,72.8,4.3,6783,8652,4511,0.382,4.9,41,699,2952,121,67,13,32,9,31,1181,997,9314,100,0,0,100,0,3979,2505,22.4,0.654137692,103108.2523,103108.2523,108.1062782,0.032878484,0.01195341,0.602962094,0.014720141,0.019824479,0.014720141,0.019824479,7.42E-04,0.81204449
P.160,P.160,JOHOR BAHRU,136368,51.42,39.23,5.9,0.43,0.53,0.03,2.46,98.52,0.02,1.46,0,4.21,15.7,19.77,17.47,16.32,14.77,8.36,2.71,0.68,50.07,49.93,URBAN,PH,PKR,NA,136368,16041,NA,NA,NA,837,94393,UMNO,JOHAN ROPI,MALE,42,27211,PKR,AKMAL NASIR,MALE,36,43252,PPBM,MOHTAJ,MALE,NA,22075,PEJUANG,HAIRY MAHMOOD,MALE,NA,1855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,35,177823,165082,12741,92239,85584,70825,53460,3.2,2576,1365,1211,938,566,372,73.6,3.5,6625,9993,5664,0.454,3.4,38,561,2458,143,103,13,16,11,28,510,655,7739,100,0,0,100,0,13591,6253,1.1,0.449421613,40991.25225,40991.25225,42.97824493,0.042300896,0.002869308,0.260443672,0.003508603,0.011017001,0.003508603,0.011017001,5.50E-05,0.817792146
P.161,P.161,PULAI,165313,44.61,40.12,12.22,0.53,0.64,0.19,1.7,99.3,0.02,0.68,0,6.89,21.11,20.66,19.32,14.7,10.32,5.01,1.5,0.49,50.31,49.69,URBAN,PH,PAN,NA,165313,33174,NA,NA,NA,763,117303,UMNO,NUR JAZLAN,MALE,56,31726,PAN,DATUK SERI SALAHUDDIN AYUB,MALE,60,64900,GERAKAN,LOH KAH YONG,MALE,NA,20677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,73,291876,273983,17893,151870,140006,104883,77387,3.6,4212,2230,1982,1534,925,609,72.8,3.7,8286,9559,5827,0.334,1.1,54,830,3369,369,252,54,48,15,40,1011,1763,14557,100,0,0,100,0,6390,4194,3.4,0.54481429,69936.25225,69936.25225,73.32631265,0.026528675,0.00594869,0.473535894,0.007965578,0.01256228,0.007965578,0.01256228,1.48E-04,0.746799579
P.162,P.162,ISKANDAR PUTERI,222437,36.27,47.22,14.1,0.37,0.86,0.21,0.97,99.58,0.01,0.41,0,7.48,23.76,21.23,18.09,15.08,9.58,3.72,0.89,0.17,50.07,49.93,URBAN,PH,DAP,NA,222437,60036,NA,NA,NA,1315,163680,MCA,DATUK JASON TEOH,MALE,53,36783,DAP,LIEW CHIN TONG,MALE,45,96819,PPBM,JASHEN TAN,MALE,NA,30078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,294,447697,417166,30531,235812,211885,171063,114386,3.7,6370,3309,3061,2314,1373,941,73.3,3.8,7815,10110,6275,0.392,2.4,70,1531,6078,117,72,21,18,6,27,1079,1104,9825,100,0,0,100,0,5812,3770,7.2,0.733075174,127060.2523,127060.2523,133.2193173,0.022436205,0.023884327,1.031767395,0.033502789,0.023148945,0.033502789,0.023148945,0.002021134,0.712905626
P.163,P.163,KULAI,151247,36.96,49.21,11.58,0.5,0.53,0.02,1.21,99.51,0.01,0.45,0.03,7.67,23.41,19.62,17.71,15.19,9.6,4.8,1.7,0.29,50.3,49.7,URBAN,PH,DAP,NA,151247,36023,NA,NA,NA,857,115253,MCA,CHUA JIAN BOON,MALE,29,29506,DAP,TEO NIE CHING,FEMALE,NA,65529,GERAKAN,DATO' TAN,MALE,NA,20218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,737,287404,241054,46350,157468,129936,74762,66447,3.7,3900,1992,1908,1413,827,586,66.6,3.7,6834,8185,4802,0.331,4.2,39,373,1272,174,127,19,12,16,22,957,654,5916,100,0,0,100,0,8185,4802,4.2,0.498457634,55870.25225,55870.25225,58.5784833,0.035533612,0.059842666,1.297734316,0.070049164,0.046113187,0.070049164,0.046113187,0.020094673,0.854295216
P.164,P.164,PONTIAN,75212,68.25,28.03,1.06,0.1,0.11,0.61,1.84,99.89,0.01,0.11,0,5.65,20.19,22.07,16.49,14.78,11.24,6.52,2.49,0.57,49.68,50.32,RURAL,BN,UMNO,NA,75212,5758,NA,NA,NA,620,56851,UMNO,DATUK SERI AHMAD MASLAN,MALE,66,23201,DAP,SHAZWAN ZDAINAL,MALE,NA,15901,PPBM,CIKGU ISA BIN AB HAMID,MALE,NA,17443,GB,JAMALUDDIN MOHAMAD,MALE,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,444,81778,77470,4308,42822,38956,22388,20323,4,1191,627,564,434,260,174,66.3,4.3,5692,6636,3836,0.335,4.9,82,1452,4848,103,64,35,2,2,2,155,261,2021,100,0,0,100,0,11921,6823,0.5,0.247872656,-20164.74775,-20164.74775,-21.14220523,0.0424819,0.036141855,0.922365934,0.044282398,0.039183857,0.044282398,0.039183857,0.008762833,0.816167522
P.165,P.165,TANJUNG PIAI,70679,57.02,40.05,1.02,0.18,0.16,0.04,1.54,99.56,0.01,0.43,0,5.84,20.39,20.86,17.21,15.29,11.39,6.22,2.27,0.54,50.74,49.26,SEMI URBAN,BN,MCA,NA,70679,6360,NA,NA,NA,395,54588,MCA,WEE JECK SENG,MALE,58,23593,NA,NA,NA,NA,NA,PPBM,NAJWAH HALIMAH,FEMALE,NA,13762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,486,91540,82513,9027,50425,41115,24304,22196,3.9,1320,660,660,476,273,203,66.5,3.9,5118,6904,3751,0.369,6.6,23,208,1007,79,24,22,31,2,1,268,151,1530,100,0,0,100,0,6904,3751,6.6,0.232933461,-24697.74775,-24697.74775,-25.89493596,0.028969716,0.039616392,1.169406075,0.072522939,0.033877362,0.072522939,0.033877362,0.007179824,0.546260161
P.166,P.166,LABUAN,44484,32.73,17.01,1.22,41.99,2.24,0,4.8,96.74,0.01,0.84,2.4,7.25,23.56,24.47,15.64,13.04,10.45,3.94,1.19,0.46,52.29,47.71,SEMI URBAN,PN,PPBM,NA,44484,708,NA,NA,NA,246,28449,UMNO,BASHIR BIN ALIAS,MALE,NA,7416,PAN,DATUK WIRA DR RAMLI,MALE,NA,5307,PPBM,DATO' DR. SUHAILI ABDUL RAHMAN,MALE,NA,8124,PUTRA,RAMLE,MALE,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,DATUK ROZMAN ISLI,MALE,NA,7310,W.P. Labuan,15,96,95120,84288,10832,48890,46230,22879,23961,3.9,1710,847,863,314,179,135,64.6,7.2,6726,8319,4097,0.333,3.1,2,102,637,15,10,2,3,0,11,152,290,2640,100,0,0,100,0,8319,4097,3.1,0.14660383,-50892.74775,-50892.74775,-53.35970134,0.013334397,0.007826823,0.766136339,0.021796892,0.010215966,0.021796892,0.010215966,1.29E-04,0.35907978
P.167,P.167,KUDAT,75724,4.17,7.06,0.12,71.72,0.32,0.01,16.59,99.32,0,0.68,0,7.96,23.27,23.49,16.62,11.81,8.42,4.19,2.37,1.86,50.54,49.46,RURAL,INDEPENDENT,NA,NA,75724,1967,NA,NA,NA,714,45108,NA,NA,NA,NA,NA,PKR,THONNY CHEE,MALE,42,4726,NA,NA,NA,NA,NA,PEJUANG,PETRONELLA USUN,FEMALE,34,282,NA,NA,NA,NA,NA,PPBM,RUDDY BIN AWAH,MALE,53,14356,WARISAN,RASHID BIN ABDUL HARUN,MALE,NA,9421,Sabah,12,2300,92554,83634,8920,47330,45224,23015,20235,4.5,1331,710,621,399,240,159,72.1,9.1,2346,3797,2505,0.439,47,22,289,1462,11,4,0,5,2,3,22,119,1521,76.9,2,21.1,98.1,1.9,3797,2505,47,0.24956003,-19652.74775,-19652.74775,-20.60538675,0.003593996,0.188055218,7.233589966,0.48534301,0.025997495,0.48534301,0.025997495,0.020070959,0.387468686
P.168,P.168,KOTA MARUDU,80735,2.66,2.01,0.08,92.41,0.31,0,2.53,99.78,0,0.22,0,8.18,25.52,25.44,15.9,10.82,7.21,3.77,1.94,1.21,50.66,49.34,RURAL,PKDM,NA,NA,80735,8174,NA,NA,NA,755,49946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEJUANG,MOHD AZMI BIN HJ ZULKIFLEE,MALE,NA,279,NA,NA,NA,NA,NA,PBS,DR.MAXIMUS@JOHNITY ONGKILI,MALE,69,16144,WARISAN,JILID @ ZAINUDDIN BIN KUMINDING,MALE,NA,5320,Sabah,12,2282,99998,96192,3806,51228,48770,26062,22789,4.4,1423,758,665,424,256,168,72.7,8.6,2424,3739,2376,0.431,44.2,28,401,2062,19,15,1,1,2,0,26,136,1575,80.4,0.2,19.4,99.8,0.2,3739,2376,44.2,0.266074548,-14641.74775,-14641.74775,-15.35148565,0.01673949,0.186470633,3.337598605,0.253382901,0.0558697,0.253382901,0.0558697,0.091914251,0.735924294
P.169,P.169,KOTA BELUD,79885,2.92,1.12,0.2,92.3,0.31,0,3.15,99.39,0,0.21,0.4,7.13,22.23,23.88,17.05,13.48,9.25,3.86,2.07,1.04,48.94,51.06,RURAL,WARISAN,NA,NA,79885,4582,NA,NA,NA,749,54037,UMNO,DATUK SERI PANGLIMA ABD RAHMAN BIN DAHLAN.,MALE,57,20566,PKR,MADELI @ MODILY BIN BANGALI,MALE,NA,8323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,MUNIRAH MAJILIS,FEMALE,NA,25148,Sabah,12,1372,107243,103170,4073,53945,53298,21393,20823,5.1,1555,840,715,464,284,180,62.8,9.7,3025,4377,2371,0.412,34.1,10,268,1487,8,6,0,1,1,0,32,261,2091,71.6,2,26.4,99.7,0.3,4377,2371,34.1,0.263273243,-15491.74775,-15491.74775,-16.2426882,0.022269737,0.112248014,2.245079849,0.202447242,0.049997337,0.202447242,0.049997337,0.04430902,0.554455633
